ticker,n_rows,first_date,last_date,n_years,med_dollar_vol_recent252,med_dollar_vol_full,max_gap_days,error
AMPE,3461,2010-03-31,2023-12-28,13.74,34805.0,623970.0,5,
AMPH,2395,2014-06-25,2023-12-28,9.51,15323623.896408081,3934391.9025421143,4,
AMPY,2942,2012-04-20,2023-12-28,11.69,3073962.5433444977,1808458.5305452347,5,
AMRB,5407,1999-01-04,2020-07-02,21.49,31207.499313354492,25065.000915527344,7,
AMRC,3383,2010-07-22,2023-12-28,13.43,14389611.823272705,1362811.0437870026,5,
AMRH,726,2015-05-08,2020-07-02,5.15,528844.4816112518,193213.10583353043,139,
AMRHW,1,2020-07-02,2020-07-02,0.0,12677.391210906208,12677.391210906208,0,
AMRK,2465,2014-03-17,2023-12-28,9.78,6747119.982147217,343069.98710632324,4,
AMRN,7742,1993-04-01,2023-12-28,30.74,2216203.003257513,613999.9961853027,7,
AMRS,1385,2015-01-02,2020-07-02,5.5,3905534.9663615227,1675642.954826355,4,
AMS,9953,1984-07-03,2023-12-28,39.49,23888.499748706818,13200.0,7,
AMSC,8071,1991-12-12,2023-12-28,32.04,1677021.9973802567,1359359.9853515625,7,
AMSF,4557,2005-11-18,2023-12-28,18.11,3794539.972114563,2973599.967956543,5,
AMSWA,10294,1983-02-28,2023-12-28,40.83,1921321.9456672668,490033.98876190186,7,
AMT,6502,1998-02-27,2023-12-28,25.83,388192439.60723877,144203749.03640747,7,
AMTB,1307,2018-10-18,2023-12-28,5.19,1199277.5177001953,1059534.0259552002,4,
AMTBB,393,2018-10-18,2020-07-02,1.71,17422.500228881836,15686.00025177002,6,
AMTD,6751,1997-03-04,2023-12-28,26.82,183172.70629405975,58378319.048309326,7,
AMTI,898,2020-06-05,2023-12-28,3.56,44078.499868512146,1657145.5390930176,4,
AMTX,4407,2006-06-27,2023-12-28,17.5,2300372.5249290466,28543.999361991882,5,
AMU,1994,2012-07-31,2020-07-02,7.92,836064.0316009521,1269788.000011444,5,
AMUB,2028,2015-12-08,2023-12-28,8.05,3009.7999572753906,1367.3500061035156,4,
AMWD,9439,1986-07-18,2023-12-28,37.45,6628372.590637207,,5,
AMX,5756,2001-02-12,2023-12-28,22.87,29665301.12848282,64789927.54268646,7,
AMZA,2326,2014-10-02,2023-12-28,9.24,1202248.454093933,2240879.535484314,4,
AMZN,6700,1997-05-15,2023-12-28,26.62,6467590775.385666,835665930.9661864,7,
AN,8473,1990-05-11,2023-12-28,33.63,78068700.55084229,26415809.2300415,7,
ANAB,1743,2017-01-26,2023-12-28,6.92,3909089.969062806,6790430.1652908325,4,
ANAT,11191,1975-11-17,2020-04-01,44.37,4336345.919036865,601400.0,7,
ANCN,350,2019-02-12,2020-07-02,1.39,30677.500903606422,30517.50128269196,4,
ANDA,177,2019-03-06,2020-07-02,1.33,36072.00164794922,36072.00164794922,14,
ANDAU,164,2019-01-29,2020-07-01,1.42,21000.499773025513,21000.499773025513,36,
ANDE,7013,1996-02-20,2023-12-28,27.85,8715964.741897583,3669254.953575135,7,
ANET,2408,2014-06-06,2023-12-28,9.56,364569567.5186157,147295176.91345215,4,
ANF,6860,1996-09-26,2023-12-28,27.25,60017737.5,58023124.23477173,7,
ANGI,3047,2011-11-17,2023-12-28,12.11,1457744.5342183113,7458150.0,5,
ANGL,2949,2012-04-11,2023-12-28,11.71,40962441.55597687,7559473.784065247,5,
ANGO,3987,2004-06-01,2020-04-01,15.83,3608883.554840088,2187198.0054855347,5,
ANH,1385,2015-01-02,2020-07-02,5.5,2008046.4765429497,2576937.0812416077,4,
ANIK,7721,1993-05-03,2023-12-28,30.65,1998862.9818916323,610420.9965705872,7,
ANIP,5950,2000-05-05,2023-12-28,23.65,5350910.5224609375,1313864.0096664429,7,
ANIX,9197,1983-10-07,2020-04-01,36.48,171155.50419092178,170659.9964618683,7,
ANPC,86,2020-01-31,2020-06-19,0.38,19121.500205993652,19121.500205993652,4,
ANSS,6928,1996-06-20,2023-12-28,27.52,127582255.19104004,20217830.964660645,7,
ANTE,4063,2007-11-07,2023-12-28,16.14,2665.500009059906,260325.0074386597,5,
ANTM,4701,2001-10-30,2020-07-02,18.67,387615712.5,208699254.1809082,5,
ANY,2614,2013-08-12,2023-12-28,10.38,212451.46087229252,344044.5185036659,4,
AOA,3808,2008-11-11,2023-12-28,15.13,5386029.980659485,2008143.9983367918,5,
AOBC,5190,1999-08-17,2020-04-01,20.62,6138034.016609192,4542594.075155258,7,
AOD,3260,2007-04-23,2020-04-01,12.94,2188774.053668976,4093934.1071128845,5,
AOK,3802,2008-11-19,2023-12-28,15.1,3861307.53364563,1431549.017715454,5,
AOM,3808,2008-11-11,2023-12-28,15.13,4786025.535964966,2593054.017829895,5,
AON,10988,1980-06-02,2023-12-28,43.57,237787085.0982666,,7,
AOR,3802,2008-11-19,2023-12-28,15.1,10562508.116912842,2885640.048980713,5,
AOS,10145,1983-09-30,2023-12-28,40.24,63532139.31274414,,7,
AOSL,3441,2010-04-29,2023-12-28,13.66,4669319.408798218,1129992.0495986938,5,
AP,12826,1973-02-21,2023-12-28,50.85,47651.50103569031,80832.49835968018,7,
APA,11252,1979-05-15,2023-12-28,44.62,177836058.53919983,71840133.26950073,7,
APAM,2723,2013-03-07,2023-12-28,10.81,17399732.19242096,13549410.11428833,4,
APD,11040,1980-03-17,2023-12-28,43.78,242100995.6680298,36295136.13243103,7,
APDN,5151,2003-07-15,2023-12-28,20.45,55351.99918150902,75520.00122070312,5,
APEN,3318,2007-05-01,2020-07-02,13.17,19502.499920129776,38499.99952316284,5,
APEX,6736,1993-06-03,2020-07-02,27.08,37795.51886320114,282941.9982910156,12,
APG,2140,2014-12-04,2023-12-28,9.07,22710970.218372345,72127182.50083923,12,
APH,8094,1991-11-08,2023-12-28,32.14,189608597.5704193,32961405.25417328,7,
APHA,1270,2015-03-18,2020-04-01,5.04,23394337.07203865,1833064.5911216736,4,
API,1670,2015-11-23,2023-12-28,8.1,1095430.4951548576,2775045.147211075,99,
APLE,2170,2015-05-18,2023-12-28,8.61,26722917.231416702,21323216.365242004,4,
APLS,1544,2017-10-26,2023-12-28,6.17,90973278.05490494,28937923.1880188,14,
APLT,1166,2019-05-14,2023-12-28,4.62,323952.4938762188,915480.7456791401,4,
APM,5027,2000-10-10,2023-12-28,23.21,19822.500467300415,0.0,638,
APO,3209,2011-03-30,2023-12-28,12.75,164724917.41485596,31066139.79654312,5,
APOG,12776,1973-05-03,2023-12-28,50.65,5589003.60584259,825950.9895801544,7,
APOP,973,2016-08-01,2020-07-02,3.92,165404.9944639206,133500.0,11,
APPF,2142,2015-06-26,2023-12-28,8.51,17654873.10180664,9554647.567749023,4,
APPN,1660,2017-05-25,2023-12-28,6.59,12279536.039543152,20146465.123176575,4,
APPS,4401,2006-07-06,2023-12-28,17.48,15644287.965965271,269870.99146842957,5,
APRE,1067,2019-10-03,2023-12-28,4.24,36379.49985265732,1134720.0,4,
APRN,749,2017-06-29,2020-06-19,2.97,2907836.0090732574,6207840.109634399,4,
APT,6259,1999-02-16,2023-12-28,24.86,112599.00286197662,89517.00187921524,7,
APTO,8007,1992-03-16,2023-12-28,31.78,113882.99953341484,0.0,7,
APTS,2329,2011-04-01,2020-07-02,9.25,4012427.5738239284,1574724.0257263184,5,
APTV,3047,2011-11-17,2023-12-28,12.11,177915493.16253662,140430329.88739014,5,
APTX,503,2018-06-21,2020-06-19,2.0,487303.002178669,787136.0153198241,4,
APVO,1874,2016-07-20,2023-12-28,7.44,84033.49941372871,347842.5024986267,4,
APWC,5151,2003-07-15,2023-12-28,20.45,4227.500075101852,6101.9999742507935,5,
APXT,120,2019-11-05,2020-07-02,0.66,406801.0090827942,406801.0090827942,12,
APXTU,146,2019-09-17,2020-06-18,0.75,63095.99847793579,63095.99847793579,12,
APY,540,2018-04-27,2020-06-18,2.14,16235408.759307861,17618114.725112915,4,
APYX,1257,2019-01-02,2023-12-28,4.99,460812.9937171936,594778.9841651917,4,
AQB,1755,2017-01-09,2023-12-28,6.97,147723.24516057968,236597.99439907074,4,
AQMS,2118,2015-07-31,2023-12-28,8.41,287794.0022289753,667778.4981966019,4,
AQN,2587,2007-12-12,2020-04-01,12.3,5907786.530351639,53525.997734069824,624,
AQNA,362,2018-10-23,2020-04-01,1.44,466944.99683380127,506498.4845161438,4,
AQNB,1157,2019-05-28,2023-12-28,4.59,541689.9955749512,402667.99888610834,4,
AQST,1367,2018-07-25,2023-12-28,5.43,399539.990901947,1065765.9822463992,4,
AQUA,662,2017-10-26,2020-06-19,2.65,9826732.033967972,9545782.487869265,7,
AR,2572,2013-10-10,2023-12-28,10.21,121857307.80496597,68298649.88188744,4,
ARA,5022,2000-01-03,2020-07-02,20.5,1005320.5170631409,4499.9998807907095,92,
ARAV,2461,2014-03-21,2023-12-28,9.77,369263.9948129654,788337.9216156005,4,
ARAY,4252,2007-02-08,2023-12-28,16.88,1099428.9911866188,2844026.5325546265,5,
ARB,4194,2000-10-16,2023-12-28,23.2,135759.49821472168,4316964.085507393,644,
ARC,3879,2005-02-04,2020-07-02,15.41,113286.99792027473,993205.9615135193,5,
ARCB,7966,1992-05-13,2023-12-28,31.62,27536053.089904785,6264570.157241821,7,
ARCC,4842,2004-10-05,2023-12-28,19.23,50575846.0609436,24735276.279449463,5,
ARCE,1315,2018-09-26,2023-12-15,5.22,960240.2635827065,3333162.109184265,4,
ARCH,2006,2016-01-04,2023-12-28,7.98,50760444.42443848,24701126.61590576,4,
ARCO,3198,2011-04-14,2023-12-28,12.71,7315316.056776047,4818790.011501312,5,
ARCT,2895,2012-03-01,2023-12-28,11.82,8622505.821037292,1728544.9867248535,119,
ARD,832,2017-03-15,2020-07-02,3.3,1393245.0622558594,1296337.4878883362,4,
ARDC,2790,2012-11-28,2023-12-28,11.08,1062254.4905662537,1071321.4719295502,4,
ARDS,464,2018-08-14,2020-06-19,1.85,30684.000205993652,29453.999662399292,4,
ARDX,2399,2014-06-19,2023-12-28,9.52,19317940.16842842,2223939.9315834045,4,
ARE,6692,1997-05-28,2023-12-28,26.58,112038799.98626709,29056122.10960388,7,
AREC,1635,2017-06-30,2023-12-28,6.49,292937.49816417694,151200.0026702881,4,
ARGD,2833,2012-09-25,2023-12-28,11.26,110031.00414276123,186696.00219726562,5,
ARGO,8476,1986-11-14,2020-07-02,33.63,8979644.020843506,1629653.4546852112,7,
ARGT,3228,2011-03-03,2023-12-28,12.82,846681.9791793823,326050.9984970093,5,
ARGX,1665,2017-05-18,2023-12-28,6.61,86821804.9407959,34933950.0,4,
ARI,3590,2009-09-24,2023-12-28,14.26,9678504.840278625,9179020.391321182,5,
ARKF,1235,2019-02-04,2023-12-28,4.9,11848251.53465271,15703479.64553833,4,
ARKG,2305,2014-10-31,2023-12-28,9.16,49114317.32997894,4529192.98801422,4,
ARKK,2305,2014-10-31,2023-12-28,9.16,696479395.4137802,16147152.061843872,4,
ARKQ,2328,2014-09-30,2023-12-28,9.24,4010808.9923858643,1333843.998336792,4,
ARKR,9587,1985-12-13,2023-12-28,38.04,49902.49881744385,29639.99900817871,7,
ARKW,1446,2014-09-30,2020-07-02,5.75,7174310.692596436,1724341.9876098633,5,
ARL,9633,1982-04-21,2020-07-02,38.2,42119.999742507935,13000.0,7,
ARLO,1360,2018-08-03,2023-12-28,5.4,6280323.888206482,4467524.958181381,4,
ARLP,6132,1999-08-17,2023-12-28,24.36,8484014.032173157,4316307.0375442505,7,
ARMK,2528,2013-12-12,2023-12-28,10.04,101855978.89905357,57593599.40028,4,
ARMP,7455,1994-05-20,2023-12-28,29.61,23468.499875068665,0.0,7,
ARMR,979,2020-02-10,2023-12-28,3.88,46407.67982959747,77237.99743652345,4,
ARNA,5014,2000-07-28,2020-07-02,19.93,22723914.317321777,7365084.931945801,7,
ARNC,14664,1962-01-02,2020-07-02,58.5,81753280.48334122,21006170.874595642,92,
AROC,4118,2007-08-21,2023-12-28,16.35,9269274.600219727,11237779.755783081,5,
AROW,10911,1980-09-18,2023-12-28,43.27,1001668.4970855713,202646.2993144989,7,
ARPO,731,2017-08-08,2020-07-02,2.9,93174.50173199177,83070.00203132631,4,
ARQT,985,2020-01-31,2023-12-28,3.91,9487864.311885834,5802059.510150909,4,
ARR,4046,2007-12-03,2023-12-28,16.07,28953577.564525604,12277911.336708069,5,
ARTL,1540,2017-11-14,2023-12-28,6.12,27577.500092983246,54244.500625133514,4,
ARTNA,6529,1994-04-28,2020-04-01,25.93,381171.00257873535,117649.99752044678,7,
ARTW,11040,1980-03-17,2023-12-28,43.78,13152.499771118164,7363.250160217285,7,
ARVN,1322,2018-09-27,2023-12-28,5.25,10464569.844436646,13892779.920959473,4,
ARW,11040,1980-03-17,2023-12-28,43.78,52123143.100738525,12911840.52233696,7,
ARWR,7562,1993-12-16,2023-12-28,30.03,27070058.732509613,162239.9987578392,7,
ARYA,248,2018-12-12,2020-06-19,1.52,29179.000854492184,29179.000854492184,13,
ARYAU,413,2018-10-05,2020-07-01,1.74,1119.9999809265137,5150.000095367432,8,
ARYAW,1,2020-07-01,2020-07-01,0.0,141606.74600601196,141606.74600601196,0,
ARYBU,20,2020-06-05,2020-07-02,0.07,1004370.0259208679,1004370.0259208679,3,
ASA,11597,1978-01-03,2023-12-28,45.98,598432.9915523529,2011504.940032959,7,
ASB,11040,1980-03-17,2023-12-28,43.78,27470697.615623474,6743919.915676117,7,
ASC,2621,2013-08-01,2023-12-28,10.41,8528191.01524353,1588280.9460639954,4,
ASET,2028,2015-12-08,2023-12-28,8.05,41529.60071563721,29367.001152038574,4,
ASFI,6201,1995-11-14,2020-07-02,24.63,30413.000988960266,95283.99916887283,7,
ASG,9531,1986-03-06,2023-12-28,37.81,876387.5135183334,285407.99560546875,7,
ASGN,7875,1992-09-22,2023-12-28,31.26,20453675.0,2471700.0,7,
ASH,11040,1980-03-17,2023-12-28,43.78,38176318.69277954,14636514.553833008,7,
ASHR,2553,2013-11-06,2023-12-28,10.14,101775798.18220139,66015891.28303528,4,
ASHS,2419,2014-05-21,2023-12-28,9.6,57387.49837875366,286720.0012207031,4,
ASHX,2061,2015-10-21,2023-12-28,8.19,2381.1999320983887,4929.000091552734,4,
ASIX,1834,2016-09-15,2023-12-28,7.28,4545644.856548309,5178804.404258728,4,
ASLN,1423,2018-05-04,2023-12-28,5.65,87573.50031137466,120454.50204610825,4,
ASM,4556,2005-11-21,2023-12-28,18.1,282780.0048351288,102101.99930667877,5,
ASMB,2337,2010-12-17,2020-04-01,9.29,4021054.4314384456,835140.0171279907,5,
ASML,7249,1995-03-15,2023-12-28,28.79,611510445.300293,70799758.73794556,7,
ASNA,9306,1983-05-04,2020-04-01,36.91,2892780.0075531006,2612677.473640442,7,
ASND,1304,2015-01-28,2020-04-01,5.17,24462537.601470947,2890914.50214386,4,
ASPN,2403,2014-06-13,2023-12-28,9.54,6268768.399238586,469775.00438690186,4,
ASPS,2746,2009-08-06,2020-07-02,10.9,1211216.989850998,5583693.994903564,5,
ASPU,1,2020-07-02,2020-07-02,0.0,1388217.8636455536,1388217.8636455536,0,
ASR,4907,2000-09-28,2020-04-01,19.51,8941425.177001953,4488484.035110474,7,
ASRT,6560,1997-12-03,2023-12-28,26.07,5952923.944282532,1317200.97990036,7,
ASRV,9807,1985-01-30,2023-12-28,38.91,25770.500540733337,42000.0,7,
ASRVP,5530,1998-06-03,2020-07-02,22.08,10940.00015258789,,8,
ASTC,7053,1995-12-21,2023-12-28,28.02,33217.5012588501,50400.0,7,
ASTE,9459,1986-06-18,2023-12-28,37.53,3953722.5231170654,2231565.0566101074,7,
ASUR,7991,1992-04-07,2023-12-28,31.72,2405722.009754181,229955.00388145447,7,
ASX,5847,2000-10-02,2023-12-28,23.24,38021383.341646194,2912559.009695053,7,
ASYS,10181,1983-08-09,2023-12-28,40.39,248732.4903011322,70262.5,7,
AT,2601,2009-12-03,2020-07-02,10.58,681734.9776983261,,92,
ATAX,8571,1986-04-02,2020-04-01,34.0,738732.9923629761,127676.9983291626,7,
ATCO,2249,2007-07-05,2020-07-02,12.99,56067.32466518879,3222.220084190369,28,
ATCX,186,2019-08-20,2020-07-02,0.87,111065.00215530396,111065.00215530396,47,
ATCXW,1,2020-07-02,2020-07-02,0.0,105778.86547029018,105778.86547029018,0,
ATEC,4418,2006-06-12,2023-12-28,17.54,16667345.54347992,405521.99895977974,5,
ATEN,2461,2014-03-21,2023-12-28,9.77,8033488.993930817,3466520.0941562653,4,
ATEX,2242,2015-02-03,2023-12-28,8.9,4485082.1226119995,2542554.4944763184,4,
ATGE,7250,1991-06-21,2020-04-01,28.78,14980149.153137207,10099272.577285767,7,
ATH,973,2016-08-19,2020-07-02,3.87,56187663.47436905,51001088.53645325,4,
ATHE,5098,2003-09-29,2023-12-28,20.25,12513.00036907196,56323.4995765686,5,
ATHM,2529,2013-12-11,2023-12-28,10.05,12260365.94467163,32311488.311767578,4,
ATHX,4167,2007-06-12,2023-12-28,16.54,107820.0179759562,531760.0055932999,5,
ATI,6060,1999-11-29,2023-12-28,24.08,42949928.58848572,36979725.0125885,7,
ATIF,1173,2019-05-03,2023-12-28,4.65,2804.0499806404114,72487.99734115599,4,
ATKR,1901,2016-06-10,2023-12-28,7.55,52177776.849365234,13745519.742965698,4,
ATLC,5271,1999-04-23,2020-07-02,21.19,100848.00033569336,408039.99614715576,92,
ATLO,6006,2000-02-15,2023-12-28,23.87,412430.48515319824,139164.00203704834,7,
ATMP,2720,2013-03-12,2023-12-28,10.8,187340.49510955816,729471.220334053,4,
ATNI,8090,1991-11-14,2023-12-28,32.12,1481673.4575271606,1047184.9723339081,7,
ATNM,2770,2012-12-27,2023-12-28,11.0,1324771.4925765991,599279.9957752228,4,
ATNX,769,2017-06-14,2020-07-02,3.05,7158006.607437134,4628742.935752869,4,
ATO,10083,1983-12-28,2023-12-28,40.0,89874959.16290283,4460820.137786865,7,
ATOM,1861,2016-08-08,2023-12-28,7.39,1055730.4969072342,698528.0303955078,4,
ATOS,2803,2012-11-08,2023-12-28,11.13,279112.492069602,305725.0,4,
ATR,7727,1993-04-23,2023-12-28,30.68,27947461.91635132,7683250.0,7,
ATRA,2316,2014-10-16,2023-12-28,9.2,2858937.7919077873,7419107.162761688,4,
ATRC,4631,2005-08-05,2023-12-28,18.4,12778343.714904785,2150777.914237976,5,
ATRI,11039,1980-03-18,2023-12-28,43.78,1893483.0001831055,89833.33110809328,7,
ATRO,11040,1980-03-17,2023-12-28,43.78,1871939.9518489838,53394.140231609344,7,
ATRS,5977,1996-10-03,2020-07-02,23.75,3736568.005502224,328312.5,7,
ATSG,5145,2003-07-23,2023-12-28,20.43,9022545.830154419,2586303.99017334,5,
ATTO,1448,2014-10-02,2020-07-02,5.75,147942.99923181534,371804.99539375305,4,
ATUS,1641,2017-06-22,2023-12-28,6.52,10487934.86019373,75153132.26356506,4,
ATV,3313,2007-05-03,2020-07-02,13.17,27522.000312805176,48393.33372116089,5,
ATVI,6721,1993-10-25,2020-07-02,26.69,401890342.203331,68589311.62834167,7,
ATXI,1638,2017-06-27,2023-12-28,6.5,87432.50064551827,163741.50347709656,4,
AU,5450,1998-08-05,2020-04-01,21.66,59615211.829566956,39623619.40598488,7,
AUB,7612,1993-10-06,2023-12-28,30.23,10671270.098304749,527100.9852409363,7,
AUBAP,16,2020-06-11,2020-07-02,0.06,2684928.1827926636,2684928.1827926636,3,
AUBN,7151,1995-08-03,2023-12-28,28.4,26603.00054550171,13324.99980926514,7,
AUDC,6187,1999-05-28,2023-12-28,24.59,1379168.501329422,1182680.9838294983,7,
AUG,1576,2014-04-01,2020-07-02,6.25,195938.9972805977,87562.49853372574,4,
AUMN,2745,2009-05-07,2020-04-01,10.9,51297.999060153954,118796.00124955177,5,
AUPH,2347,2014-09-03,2023-12-28,9.32,19225160.863256454,8181898.170089722,4,
AUSF,456,2018-08-28,2020-06-19,1.81,242818.99948120117,355358.5026741028,4,
AUTL,447,2018-06-22,2020-04-01,1.78,1378058.9545726776,1372808.0458641052,4,
AUTO,5290,1999-03-26,2020-07-02,21.27,40565.00065326691,445232.4961662293,92,
AUY,4085,2004-01-12,2020-07-02,16.47,50404830.56342602,58839669.20957565,92,
AVA,12826,1973-02-21,2023-12-28,50.85,21627317.55218506,1669156.25,7,
AVAL,2333,2014-09-23,2023-12-28,9.26,164051.9951224327,697886.0264778137,4,
AVAV,4264,2007-01-23,2023-12-28,16.93,16742609.727096558,7344247.0989227295,5,
AVB,7503,1994-03-11,2023-12-28,29.8,125027486.09313965,75554220.94802855,7,
AVCO,538,2018-03-27,2020-07-02,2.27,172901.9988298416,126295.00259160995,8,
AVCT,1,2020-07-02,2020-07-02,0.0,930039.6375076771,930039.6375076771,0,
AVCTW,1,2020-07-02,2020-07-02,0.0,34420.327716678374,34420.327716678374,0,
AVD,8339,1987-03-03,2020-04-01,33.08,1445641.9897079468,256081.9932937622,7,
AVDE,1072,2019-09-26,2023-12-28,4.25,10059429.608154297,5314490.5029296875,4,
AVDL,6937,1996-06-07,2023-12-28,27.56,6281507.507324219,1046758.0352783201,7,
AVDV,1072,2019-09-26,2023-12-28,4.25,14096315.331840515,6963861.947631836,4,
AVEM,1077,2019-09-19,2023-12-28,4.27,13286790.872573853,5703197.849273682,4,
AVEO,1,2020-07-02,2020-07-02,0.0,2708639.3860445023,2708639.3860445023,0,
AVGO,3624,2009-08-06,2023-12-28,14.39,1600065455.8135986,443875390.06347656,5,
AVGOP,1,2020-07-02,2020-07-02,0.0,2407048.7475585938,2407048.7475585938,0,
AVGR,2244,2015-01-30,2023-12-28,8.91,50103.00015449524,469737.9926300049,4,
AVH,1611,2013-11-06,2020-04-01,6.4,483997.00098633766,808678.0093669891,4,
AVID,6878,1993-03-12,2020-07-02,27.31,2459443.4656620026,3268886.531162262,7,
AVK,5203,2003-04-30,2023-12-28,20.66,1091656.0211658478,1325093.9498901367,5,
AVLR,516,2018-06-15,2020-07-02,2.05,69479660.22491455,49795469.13566589,4,
AVNS,2313,2014-10-21,2023-12-28,9.19,5800935.029506683,10900161.92779541,4,
AVNW,9227,1987-05-19,2023-12-28,36.61,1918119.0035820007,1159953.938293457,7,
AVRO,1390,2018-06-21,2023-12-28,5.52,445880.0085544586,1866528.9840698242,4,
AVT,12777,1973-05-03,2023-12-28,50.65,23214820.08972168,,5,
AVTR,1163,2019-05-17,2023-12-28,4.62,122247099.92055893,109740227.4597168,4,
AVUS,1072,2019-09-26,2023-12-28,4.25,19210757.26737976,8685017.794799805,4,
AVUV,1072,2019-09-26,2023-12-28,4.25,35701093.52531433,20478206.048583984,4,
AVXL,3291,2006-08-02,2020-04-01,13.66,1170433.0294132233,76800.0,61,
AVY,12826,1973-02-21,2023-12-28,50.85,80678973.26049806,11178822.570800781,7,
AVYA,638,2017-12-19,2020-07-02,2.54,24363687.057065964,19579122.514152527,4,
AWF,7662,1993-07-27,2023-12-28,30.42,1829519.496679306,,7,
AWI,4328,2006-10-18,2023-12-28,17.19,24392138.243865967,19765552.647972107,5,
AWK,3949,2008-04-23,2023-12-28,15.68,126790476.23062134,56012976.44577027,5,
AWP,4199,2007-04-26,2023-12-28,16.67,1119646.0047602654,1995770.9298610687,5,
AWR,12826,1973-02-21,2023-12-28,50.85,13819523.690032959,311000.0061035156,7,
AWRE,6893,1996-08-09,2023-12-28,27.38,26163.00058364868,115007.99560546875,7,
AWTM,294,2019-01-29,2020-07-01,1.42,60563.99917602539,60434.999084472656,10,
AWX,5480,1998-06-23,2020-04-01,21.77,19421.000093221664,8744.999945163727,7,
AX,3788,2005-03-16,2020-04-01,15.04,7629428.426456451,2141612.947654724,5,
AXAS,7282,1991-05-07,2020-04-01,28.9,554564.4982203841,495130.9928745031,7,
AXDX,7485,1994-04-07,2023-12-28,29.72,123196.49824619293,74125.0,7,
AXE,9000,1984-07-19,2020-04-01,35.7,13663864.07546997,5201769.964122772,7,
AXGN,9332,1986-12-17,2023-12-28,37.03,1683605.9930801392,21272.001099586487,7,
AXGT,1275,2015-06-11,2020-07-02,5.06,580795.4896450043,3130599.899291992,4,
AXL,5328,1999-01-29,2020-04-01,21.17,17178682.432603836,16907391.412210464,7,
AXLA,1169,2019-05-09,2023-12-28,4.64,47857.71077769995,169062.5,4,
AXNX,1298,2018-10-31,2023-12-28,5.16,30941033.88710022,22823658.237457275,4,
AXO,4777,2000-08-25,2020-07-02,19.85,36584.100341796875,0.0,24,
AXP,13006,1972-06-01,2023-12-28,51.57,449926762.7555847,,7,
AXR,12776,1973-05-03,2023-12-28,50.65,102632.99894332886,27216.999769210815,7,
AXS,5160,2003-07-01,2023-12-28,20.49,25227386.67125702,25496088.431549072,5,
AXSM,1153,2015-11-19,2020-06-19,4.58,41994501.88846588,702291.011929512,4,
AXTA,2297,2014-11-12,2023-12-28,9.13,59388580.181503296,54800589.464378364,4,
AXTI,5502,1998-05-21,2020-04-01,21.86,723202.5067806243,616013.0036592484,7,
